華語詞目id,華語詞目,腔,漢字,羅馬字
,手帕,高雄混合腔,手巾仔,tshiú-kin-á
,手帕,金門偏泉腔,手巾,tshiú-kun
,手帕,馬公偏泉腔,手巾仔,tshiú-kun--á
,手帕,新竹偏泉腔,手巾仔,tshiú-kun-á
,手帕,臺中偏漳腔,手巾仔,tshiú-kin-á
,剪刀,鹿港偏泉腔,鉸刀,ka-to
,剪刀,三峽偏泉腔,鉸刀,ka-to
,剪刀,臺北偏泉腔,鉸刀,ka-to
,剪刀,宜蘭偏漳腔,鉸刀,ka-to
,剪刀,臺南混合腔,鉸刀,ka-tor
,剪刀,高雄混合腔,鉸刀,ka-tor
,剪刀,金門偏泉腔,鉸刀,ka-to
,剪刀,金門偏泉腔,鉸剪,ka-tsián
,剪刀,金門偏泉腔,鉸攆,ka-lián
,剪刀,馬公偏泉腔,鉸刀,ka-to
,剪刀,新竹偏泉腔,鉸刀,ka-to
,剪刀,臺中偏漳腔,鉸刀,ka-to
,尺,鹿港偏泉腔,尺,tshioh
,尺,三峽偏泉腔,尺,tshioh
,尺,臺北偏泉腔,尺,tshioh
,尺,宜蘭偏漳腔,尺,tshioh
,尺,臺南混合腔,尺,tshiorh
,尺,高雄混合腔,尺,tshiorh
,尺,金門偏泉腔,尺,tshioh
,尺,馬公偏泉腔,尺,tshioh
,尺,新竹偏泉腔,尺,tshioh
,尺,臺中偏漳腔,尺,tshioh
,手錶,鹿港偏泉腔,手錶仔,tshiú-pió-á
,手錶,三峽偏泉腔,手錶,tshiú-pió
,手錶,臺北偏泉腔,手錶仔,tshiú-pió-á
,手錶,宜蘭偏漳腔,手錶仔,tshiú-pió-á
,手錶,臺南混合腔,手錶仔,tshiú-piór-á
,手錶,高雄混合腔,手錶仔,tshiú-piór-á
,手錶,金門偏泉腔,手錶,tshiú-pió
,手錶,馬公偏泉腔,手錶,tshiú-pió
,手錶,新竹偏泉腔,手錶仔,tshiú-pió-á
,手錶,臺中偏漳腔,手錶,tshiú-pió
,手錶,臺中偏漳腔,手錶仔,tshiú-pió-á
,桌布,鹿港偏泉腔,桌布,toh-pòo
,桌布,三峽偏泉腔,桌布,toh-pòo
,桌布,臺北偏泉腔,桌布,toh-pòo
,桌布,宜蘭偏漳腔,桌布,toh-pòo
,桌布,臺南混合腔,桌布,tooh-pòo
,桌布,高雄混合腔,桌布,torh-pòo
,桌布,金門偏泉腔,桌布,toh-pòo
,桌布,馬公偏泉腔,桌布,toh-pòo
,桌布,新竹偏泉腔,桌布,toh-pòo
,桌布,臺中偏漳腔,桌布,toh-pòo
,尿桶,鹿港偏泉腔,尿桶,liō-tháng
,尿桶,三峽偏泉腔,尿桶,jiō-tháng
,尿桶,臺北偏泉腔,尿桶,liō-tháng
,尿桶,宜蘭偏漳腔,尿桶,jiō-tháng
,尿桶,臺南混合腔,尿桶,jiō-tháng
,尿桶,高雄混合腔,尿桶,jiō-tháng
,尿桶,金門偏泉腔,尿斗仔,liō-táu--á
,尿桶,馬公偏泉腔,尿桶,jiō-tháng
,尿桶,馬公偏泉腔,尿管,jiō-kóng
,尿桶,新竹偏泉腔,尿桶,liō-tháng
,尿桶,臺中偏漳腔,尿桶,giō-tháng
,夜壺,鹿港偏泉腔,尿壺,liō-ôo
,夜壺,三峽偏泉腔,尿壺,jiō-ôo
,夜壺,臺北偏泉腔,尿壺,liō-hôo
,夜壺,宜蘭偏漳腔,尿壺,jiō-ôo
,夜壺,臺南混合腔,尿斗仔,jiō-táu-á
,夜壺,臺南混合腔,尿壺,jiō-ôo
,夜壺,高雄混合腔,尿壺,jiō-ôo
,夜壺,金門偏泉腔,尿盂仔,liō-ôo--á
,夜壺,馬公偏泉腔,尿壺,jiō-hôo
,夜壺,新竹偏泉腔,尿壺,liō-hôo
,夜壺,臺中偏漳腔,尿壺,giō-ôo
,鎖,鹿港偏泉腔,鎖頭,só-thâu
,鎖,三峽偏泉腔,鎖頭,só-thâu
,鎖,臺北偏泉腔,鎖,só
,鎖,宜蘭偏漳腔,鎖,só
,鎖,宜蘭偏漳腔,鎖頭,só-thâu
,鎖,臺南混合腔,鎖,sór
,鎖,臺南混合腔,鎖頭,sór-thâu
,鎖,高雄混合腔,鎖頭,sór-thâu
,鎖,金門偏泉腔,鎖,só
,鎖,馬公偏泉腔,鎖頭,só-thâu
,鎖,新竹偏泉腔,鎖頭,só-thâu
,鎖,臺中偏漳腔,鎖頭,só-thâu
,鑰匙,鹿港偏泉腔,鎖匙,só-sî
,鑰匙,三峽偏泉腔,鎖匙,só-sî
,鑰匙,臺北偏泉腔,鎖匙,só-sî
,鑰匙,宜蘭偏漳腔,鎖匙,só-sî
,鑰匙,臺南混合腔,鎖匙,sór-sî
,鑰匙,高雄混合腔,鎖匙,sór-sî
,鑰匙,金門偏泉腔,鎖匙,só-sî
,鑰匙,馬公偏泉腔,鎖匙,só-sî
,鑰匙,新竹偏泉腔,鎖匙,só-sî
,鑰匙,臺中偏漳腔,鎖匙,só-sî
,搖籃,鹿港偏泉腔,搖籃,ôo-nâ
,搖籃,三峽偏泉腔,搖籃,iô-nâ
,搖籃,臺北偏泉腔,搖笱,iô-kô
,搖籃,臺北偏泉腔,搖籃,iô-nâ
,搖籃,宜蘭偏漳腔,搖籃,iô-nâ
,搖籃,臺南混合腔,搖床,iôr-tshn̂g
,搖籃,臺南混合腔,搖笱,iôr-kôr
,搖籃,高雄混合腔,幌籮仔,hàinn-lôr-á
,搖籃,高雄混合腔,搖籃,iôr-nâ
,搖籃,金門偏泉腔,搖籃,ôo-nâ
,搖籃,馬公偏泉腔,搖笱,iô-kô
,搖籃,馬公偏泉腔,幌笱,hàinn-kô
,搖籃,新竹偏泉腔,搖籃,oo-nâ
,搖籃,臺中偏漳腔,搖籃,iô-nâ
,搖籃,臺中偏漳腔,搖笱,iô-kô
,煙斗,鹿港偏泉腔,水薰吹,tsuí-hun-tsher
,煙斗,鹿港偏泉腔,薰吹,hun-tsher
,煙斗,三峽偏泉腔,水薰吹,suí-hun-tsher
,煙斗,三峽偏泉腔,薰吹,hun-tsher
,煙斗,臺北偏泉腔,水薰吹,tsuí-hun-tshe
,煙斗,臺北偏泉腔,火薰管仔,hé-hun-kóng-á
,煙斗,臺北偏泉腔,薰吹,hun-tshe
,煙斗,宜蘭偏漳腔,薰吹,hun-tshue
,煙斗,宜蘭偏漳腔,薰喙仔,hun-tshuì-á
,煙斗,臺南混合腔,薰吹,hun-tshue
,煙斗,高雄混合腔,薰吹,hun-tshue
,煙斗,金門偏泉腔,薰吹,hun-tsher
,煙斗,馬公偏泉腔,薰吹,hun-tshe
,煙斗,新竹偏泉腔,薰吹,hun-tsher
,煙斗,新竹偏泉腔,薰吹,hun-tshe
,煙斗,臺中偏漳腔,薰吹,hun-tshue
,桌子,鹿港偏泉腔,桌仔,toh-á
,桌子,三峽偏泉腔,桌仔,toh-á
,桌子,臺北偏泉腔,桌仔,toh-á
,桌子,宜蘭偏漳腔,桌仔,toh-á
,桌子,臺南混合腔,桌仔,torh-á
,桌子,高雄混合腔,桌仔,torh-á
,桌子,金門偏泉腔,桌,toh
,桌子,馬公偏泉腔,桌,toh
,桌子,新竹偏泉腔,桌仔,toh-á
,桌子,臺中偏漳腔,桌仔,toh-á
,鞋拔子,鹿港偏泉腔,鞋拔,uê-pue̍h
,鞋拔子,三峽偏泉腔,鞋拔仔,erê-pue̍h-á
,鞋拔子,臺北偏泉腔,鞋拔仔,uê-pui̍h-á
,鞋拔子,宜蘭偏漳腔,鞋耙,ê-pê
,鞋拔子,臺南混合腔,鞋拔仔,ê-pue̍h-á
,鞋拔子,高雄混合腔,鞋拔仔,ê-pue̍h-á
,鞋拔子,金門偏泉腔,鞋揙,uê-pinn
,鞋拔子,金門偏泉腔,鞋拔,uê-pui̍h
,鞋拔子,馬公偏泉腔,鞋撠,uê-kiah
,鞋拔子,新竹偏泉腔,鞋拔仔,uê-pui̍h-á
,鞋拔子,臺中偏漳腔,鞋拔仔,ê-pue̍h-á
,火籠,鹿港偏泉腔,火熥,hér-thang
,火籠,三峽偏泉腔,火熥,hér-lang
,火籠,臺北偏泉腔,火熥,hé-thang
,火籠,宜蘭偏漳腔,火熥,hué-thang
,火籠,臺南混合腔,火熥,hué-lang
,火籠,高雄混合腔,火熥,hué-thang
,火籠,金門偏泉腔,火熥,hér-thang
,火籠,馬公偏泉腔,火熥,hé-thang
,火籠,新竹偏泉腔,火熥,hér-lang
,火籠,新竹偏泉腔,火熥,hé-thang
,火籠,臺中偏漳腔,火熥,hué-lang
,油燈,鹿港偏泉腔,油寄,iû-khia̍h
,油燈,鹿港偏泉腔,油燈,iû-ting
,油燈,三峽偏泉腔,油寄仔,iû-kia̍h-á
,油燈,三峽偏泉腔,油寄仔火,iû-kia̍h-á-hér
,油燈,臺北偏泉腔,油寄仔火,iû-kia̍h-á-hé
,油燈,臺北偏泉腔,磺火,hông-hé
,油燈,宜蘭偏漳腔,油寄仔,iû-khiā-á
,油燈,宜蘭偏漳腔,磺火,hông-hué
,油燈,臺南混合腔,燈火,ting-hué
,油燈,高雄混合腔,燈火,ting-hué
,油燈,金門偏泉腔,油燈仔,iû-ting--á
,油燈,馬公偏泉腔,燈仔火,ting-á-hé
,油燈,新竹偏泉腔,油攑仔,iû-kia̍h-á
,油燈,臺中偏漳腔,手攑仔火,tshiú-kia̍h-á-hué
,火柴,鹿港偏泉腔,番仔火,huan-á-hér
,火柴,三峽偏泉腔,番仔火,huan-á-hér
,火柴,臺北偏泉腔,番仔火,huan-á-hé
,火柴,宜蘭偏漳腔,番仔火,huan-á-hué
,火柴,臺南混合腔,番仔火,huan-á-hué
,火柴,高雄混合腔,番仔火,huan-á-hué
,火柴,金門偏泉腔,番仔火,huan-á-hér
,火柴,金門偏泉腔,火劃仔,hér-uih--á
,火柴,金門偏泉腔,火擦仔,hér-tshat--á
,火柴,馬公偏泉腔,番仔火,huan-á-hé
,火柴,新竹偏泉腔,番仔火,huan-á-hér
,火柴,新竹偏泉腔,番仔火,huan-á-hé
,火柴,臺中偏漳腔,番仔火,huan-á-hué
,木炭,鹿港偏泉腔,火炭,hér-thuànn
,木炭,三峽偏泉腔,火炭,hér-thuànn
,木炭,臺北偏泉腔,火炭,hé-thuànn
,木炭,宜蘭偏漳腔,火炭,hué-thuànn
,木炭,臺南混合腔,火炭,hué-thuànn
,木炭,高雄混合腔,火炭,hué-thuànn
,木炭,金門偏泉腔,火炭,hér-thuànn
,木炭,馬公偏泉腔,火炭,hé-thuànn
,木炭,新竹偏泉腔,火炭,hér-thuànn
,木炭,新竹偏泉腔,火炭,hé-thuànn
,木炭,臺中偏漳腔,火炭,hué-thuànn
,菜蓋網,鹿港偏泉腔,桌罩,toh-tàu
,菜蓋網,三峽偏泉腔,桌罩,toh-tàu
,菜蓋網,臺北偏泉腔,桌崁,toh-khàm
,菜蓋網,宜蘭偏漳腔,桌崁,toh-khàm
,菜蓋網,臺南混合腔,桌𥴊,torh-kám
,菜蓋網,臺南混合腔,桌崁,torh-khàm
,菜蓋網,臺南混合腔,桌罩,torh-tà
,菜蓋網,臺南混合腔,桌蓋,torh-kuà
,菜蓋網,高雄混合腔,桌崁,torh-khàm
,菜蓋網,高雄混合腔,桌罩,toh-tà
,菜蓋網,金門偏泉腔,桌罩,toh-tà
,菜蓋網,馬公偏泉腔,桌崁,toh-khàm
,菜蓋網,新竹偏泉腔,桌罩,toh-tàu
,菜蓋網,臺中偏漳腔,桌崁,toh-khàm
,水田,鹿港偏泉腔,田,tshân
,水田,三峽偏泉腔,田,tshân
,水田,三峽偏泉腔,湳田,làm-tshân
,水田,臺北偏泉腔,田,tshân
,水田,臺北偏泉腔,湳田,làm-tshân
,水田,宜蘭偏漳腔,田,tshân
,水田,臺南混合腔,田,tshân
,水田,高雄混合腔,田,tshân
,水田,金門偏泉腔,田,tshân
,水田,馬公偏泉腔,田,tshân
,水田,新竹偏泉腔,田,tshân
,水田,臺中偏漳腔,田,tshân
,私房錢,鹿港偏泉腔,私奇,sai-kha
,私房錢,三峽偏泉腔,私奇,sai-khia
,私房錢,臺北偏泉腔,私奇,sai-khia
,私房錢,宜蘭偏漳腔,私奇,sai-khia
,私房錢,臺南混合腔,私奇,sai-khia
,私房錢,高雄混合腔,私奇,sai-khia
,私房錢,金門偏泉腔,私奇錢,sai-khiann-tsînn
,私房錢,馬公偏泉腔,私奇錢,sai-khiann-tsînn
,私房錢,新竹偏泉腔,私奇,sai-khia
,私房錢,臺中偏漳腔,私奇,sai-khia
,水桶,鹿港偏泉腔,捾桶仔,kuānn-tháng-á
,水桶,三峽偏泉腔,捾桶仔,kuānn-tháng-á
,水桶,臺北偏泉腔,捾桶仔,kuānn-tháng-á
,水桶,宜蘭偏漳腔,捾桶仔,kuānn-tháng-á
,水桶,臺南混合腔,拔桶仔,pua̍h-tháng-á
,水桶,臺南混合腔,捾桶仔,kuānn-tháng-á
,水桶,高雄混合腔,捾桶仔,kuānn-tháng-á
,水桶,馬公偏泉腔,捾桶,kuānn-tháng
,水桶,新竹偏泉腔,水桶,tsuí-tháng
,水桶,新竹偏泉腔,拔桶,pua̍nnh-tháng
,水桶,臺中偏漳腔,水桶,tsuí-tháng
,土缸、醃缸,鹿港偏泉腔,醃缸,am-kng
,土缸、醃缸,三峽偏泉腔,醃缸,am-kng
,土缸、醃缸,臺北偏泉腔,醃缸,am-kng
,土缸、醃缸,宜蘭偏漳腔,醃缸,iam-kng
,土缸、醃缸,宜蘭偏漳腔,醃缸,am-kng
,土缸、醃缸,臺南混合腔,醃缸,iam-kng
,土缸、醃缸,臺南混合腔,醃缸,am-kng
,土缸、醃缸,高雄混合腔,醃缸,am-kng
,土缸、醃缸,金門偏泉腔,醃缸,am-kng
,土缸、醃缸,馬公偏泉腔,醃缸,am-kng
,土缸、醃缸,新竹偏泉腔,水缸,tsuí-kng
,土缸、醃缸,新竹偏泉腔,醃缸,âm-kng
,土缸、醃缸,臺中偏漳腔,水缸,tsuí-kng
,土缸、醃缸,臺中偏漳腔,醃缸,âm-kng
,鍋瓢,鹿港偏泉腔,杓仔,sia̍h-á
,鍋瓢,三峽偏泉腔,杓仔,siā-á
,鍋瓢,臺北偏泉腔,杓,sia̍h
,鍋瓢,宜蘭偏漳腔,杓仔,tshiā-á
,鍋瓢,臺南混合腔,杓,sia̍h
,鍋瓢,高雄混合腔,杓仔,sia̍h-á
,鍋瓢,金門偏泉腔,杓,sia̍h
,鍋瓢,馬公偏泉腔,杓,sia̍h
,鍋瓢,新竹偏泉腔,杓仔,sia̍h-á
,旱災,鹿港偏泉腔,洘旱,khóo-huǎnn
,旱災,三峽偏泉腔,洘旱,khóo-uānn
,旱災,臺北偏泉腔,洘旱,khò-uānn
,旱災,宜蘭偏漳腔,洘旱,khò-uānn
,旱災,臺南混合腔,亢旱,khòng-huānn
,旱災,臺南混合腔,亢旱,khòng-hān
,旱災,高雄混合腔,洘旱,khòr-huānn
,旱災,金門偏泉腔,洘旱,khò-uānn
,旱災,馬公偏泉腔,洘旱,khò-uānn
,旱災,馬公偏泉腔,亢旱,khòng-hān
,旱災,馬公偏泉腔,歹年冬,pháinn-nî-tang
,旱災,新竹偏泉腔,洘旱,khó-uānn
,旱災,臺中偏漳腔,洘旱,khò-huānn
,旱災,臺中偏漳腔,年荒,nî-hng
,以後,宜蘭偏漳腔,尾仔,bué--á
,以後,宜蘭偏漳腔,後來,āu--lâi
,以後,鹿港偏泉腔,尾手,bér-tshiú
,以後,鹿港偏泉腔,後擺,āu-pái
,以後,三峽偏泉腔,後擺,āu-pái
,以後,三峽偏泉腔,落尾手,lō-bér-tshiú
,以後,臺北偏泉腔,後擺,āu-pái
,以後,臺北偏泉腔,路尾,lōo-bé
,以後,宜蘭偏漳腔,而尾,jî-bué
,以後,宜蘭偏漳腔,而後,jî-āu
,以後,宜蘭偏漳腔,別日仔,pa̍t-ji̍t-á
,以後,宜蘭偏漳腔,後擺,āu-pái
,以後,宜蘭偏漳腔,路尾,lōo-bué
,以後,臺南混合腔,別日仔,pa̍t-ji̍t-á
,以後,臺南混合腔,後日仔,āu-ji̍t-á
,以後,臺南混合腔,後來,āu-lâi
,以後,臺南混合腔,後擺,āu-pái
,以後,臺南混合腔,將來,tsiong-lâi
,以後,臺南混合腔,路尾,lōo-bué
,以後,高雄混合腔,別日仔,pa̍t-ji̍t-á
,以後,高雄混合腔,後來,āu--lâi
,以後,高雄混合腔,後擺,āu-pái
,以後,高雄混合腔,路尾仔,lōo-bué--á
,以後,金門偏泉腔,路尾,lōo-bér
,以後,馬公偏泉腔,後擺,āu-pái
,以後,馬公偏泉腔,以後,í-āu
,以後,馬公偏泉腔,將來,tsiong-lâi
,以後,馬公偏泉腔,路尾,lōo-bé
,以後,新竹偏泉腔,以後,í-āu
,以後,臺中偏漳腔,以後,í-āu
,早上,鹿港偏泉腔,早起,tsá-khí
,早上,三峽偏泉腔,早時,tsái-sî
,早上,臺北偏泉腔,下早,e-tsá
,早上,臺北偏泉腔,早起時,tsá-khí-sî
,早上,臺北偏泉腔,早晡,tsá-poo
,早上,宜蘭偏漳腔,早起時,tsá-khí-sî
,早上,宜蘭偏漳腔,透早,thàu-tsá
,早上,臺南混合腔,下早,e-tsái
,早上,臺南混合腔,早時仔,tsá-sî-á
,早上,臺南混合腔,早時仔,tsái-sî-á
,早上,臺南混合腔,透早,thàu-tsá
,早上,高雄混合腔,下早,e-tsái
,早上,高雄混合腔,早起時,tsá-khí-sî
,早上,高雄混合腔,透早,thàu-tsá
,早上,金門偏泉腔,早頭,tsá-thâu
,早上,金門偏泉腔,此早起,tsiùnn-tsái-khí
,早上,馬公偏泉腔,頂晡,tíng-poo
,早上,馬公偏泉腔,早起晡,tsá-khí-poo
,早上,馬公偏泉腔,此早起,tsiùnn-tsái-khí
,早上,新竹偏泉腔,早起,tsái-khí
,早上,新竹偏泉腔,早起時,tsái-khí-sî
,早上,臺中偏漳腔,早起,tsái-khí
,早上,臺中偏漳腔,下早仔,e-tsái-á
,晚上,鹿港偏泉腔,下昏暗,ing-àm
,晚上,鹿港偏泉腔,暗時,àm-sî
,晚上,鹿港偏泉腔,暗頭仔,àm-thâu-á
,晚上,三峽偏泉腔,下昏暗,e-hng-àm
,晚上,三峽偏泉腔,暗時,àm-sî
,晚上,臺北偏泉腔,下昏,e-hng
,晚上,臺北偏泉腔,下昏暗時,ing-àm-sî
,晚上,臺北偏泉腔,暗時,àm-sî
,晚上,臺北偏泉腔,暗頭仔,àm-thâu-á
,晚上,宜蘭偏漳腔,下昏,e-huinn
,晚上,宜蘭偏漳腔,下暗,enn-àm
,晚上,宜蘭偏漳腔,暗時,àm-sî
,晚上,宜蘭偏漳腔,暗時仔,àm-sî-á
,晚上,宜蘭偏漳腔,暗頭仔,àm-thâu-á
,晚上,臺南混合腔,下昏,e-hng
,晚上,臺南混合腔,下昏,i̋ng
,晚上,臺南混合腔,下昏暗,ing-àm
,晚上,臺南混合腔,暗時,àm-sî
,晚上,臺南混合腔,暗時仔,àm-sî-á
,晚上,臺南混合腔,暗頭仔,àm-thâu-á
,晚上,臺南混合腔,暝時,mê--sî
,晚上,高雄混合腔,下昏,e-hng
,晚上,高雄混合腔,下暗,e-àm
,晚上,高雄混合腔,暗時,àm-sî
,晚上,高雄混合腔,暗時仔,àm-sî-á
,晚上,高雄混合腔,暗頭仔,àm-thâu-á
,晚上,高雄混合腔,暝時,mê--sî
,晚上,金門偏泉腔,暗時,àm-sî
,晚上,金門偏泉腔,下昏時,ing-sî
,晚上,馬公偏泉腔,暝時,mî-sî
,晚上,馬公偏泉腔,下昏,ē-hng
,晚上,馬公偏泉腔,此暝昏,tsiùnn-mî-hng
,晚上,新竹偏泉腔,暗時,àm-sî
,晚上,新竹偏泉腔,下昏暗時,ing-àm-sî
,晚上,臺中偏漳腔,暗時,àm-sî
,夏天,鹿港偏泉腔,熱人,lua̍h--lâng
,夏天,鹿港偏泉腔,熱天,lua̍h-thinn
,夏天,三峽偏泉腔,夏仔,hē-á
,夏天,臺北偏泉腔,夏天,hā-thinn
,夏天,臺北偏泉腔,熱人,lua̍h--lâng
,夏天,臺北偏泉腔,熱天,lua̍h-thinn
,夏天,宜蘭偏漳腔,夏天,hā-thinn
,夏天,宜蘭偏漳腔,熱人,juā--lâng
,夏天,宜蘭偏漳腔,熱天,juā-thinn
,夏天,臺南混合腔,夏天,hā-thinn
,夏天,臺南混合腔,熱人,jua̍h--lâng
,夏天,臺南混合腔,熱天,jua̍h-thinn
,夏天,高雄混合腔,夏天,hā-thinn
,夏天,高雄混合腔,熱人,jua̍h--lâng
,夏天,高雄混合腔,熱天,jua̍h-thinn
,夏天,金門偏泉腔,夏天,hā-thinn
,夏天,金門偏泉腔,熱天,lua̍h-thinn
,夏天,馬公偏泉腔,夏天,hā-thinn
,夏天,馬公偏泉腔,熱天,jua̍h-thinn
,夏天,馬公偏泉腔,熱人,jua̍h--lâng
,夏天,新竹偏泉腔,夏天,hā-thinn
,夏天,新竹偏泉腔,熱天人,lua̍h-thinn--lâng
,夏天,臺中偏漳腔,熱天,jua̍h-thinn
,垃圾,鹿港偏泉腔,垃圾仔,lah-sap-á
,垃圾,鹿港偏泉腔,糞埽,pùn-sò
,垃圾,三峽偏泉腔,糞埽,pùn-sò
,垃圾,臺北偏泉腔,垃圾仔,lah-sap-á
,垃圾,臺北偏泉腔,垃儳仔,lâ-sâm-á
,垃圾,臺北偏泉腔,糞埽,pùn-sò
,垃圾,宜蘭偏漳腔,垃圾仔,lah-sap-á
,垃圾,宜蘭偏漳腔,糞埽,pùn-sò
,垃圾,臺南混合腔,垃圾仔,lah-sap-á
,垃圾,臺南混合腔,糞埽,pùn-sòr
,垃圾,高雄混合腔,垃圾仔,lah-sap-á
,垃圾,高雄混合腔,糞埽,pùn-sòr
,垃圾,金門偏泉腔,垃圾,lap-sap
,垃圾,馬公偏泉腔,糞埽,pùn-sò
,垃圾,金門偏泉腔,糞埽,pùn-sò
,垃圾,新竹偏泉腔,糞埽,pùn-sò
,垃圾,臺中偏漳腔,糞埽,pùn-sò
,舀糞具,鹿港偏泉腔,尿桸,liǒ-hia
,舀糞具,三峽偏泉腔,尿桸,jiō-hia
,舀糞具,三峽偏泉腔,肥桸,puî-hia
,舀糞具,臺北偏泉腔,尿桸,liō-hia
,舀糞具,宜蘭偏漳腔,尿桸,jiō-hia
,舀糞具,臺南混合腔,尿桸,jiōr-hia
,舀糞具,高雄混合腔,尿桸,jiōr-hia
,舀糞具,金門偏泉腔,粗桸,tshoo-hia
,舀糞具,馬公偏泉腔,肥桸,puî-hia
,舀糞具,新竹偏泉腔,尿桸,liō-hia
,舀糞具,臺中偏漳腔,屎𣁳仔,sái-khat-á
,舀糞具,臺中偏漳腔,尿桸,jiō-hia
,火鉗,鹿港偏泉腔,火夾,hér-gue̍h
,火鉗,三峽偏泉腔,火鉗,hér-khînn
,火鉗,臺北偏泉腔,火鉗,hé-khînn
,火鉗,宜蘭偏漳腔,火夾,hué-ngeh
,火鉗,臺南混合腔,火夾,hué-ngeh
,火鉗,臺南混合腔,火箸,hué-tī
,火鉗,高雄混合腔,火夾,hué-ngeh
,火鉗,馬公偏泉腔,火夾,hé-ngueh
,火鉗,新竹偏泉腔,火鉗,hér-khînn
,火鉗,新竹偏泉腔,火鉗,hé-khînn
,抽水機,鹿港偏泉腔,幫浦仔,phóng-phú-á
,抽水機,三峽偏泉腔,幫浦,phóng-phuh
,抽水機,臺北偏泉腔,幫浦仔,phóng-phu-á
,抽水機,宜蘭偏漳腔,幫浦仔,phóng-phu-á
,抽水機,臺南混合腔,水拹仔,tsuí-hia̍p-á
,抽水機,臺南混合腔,幫浦仔,phóng-phu-á
,抽水機,高雄混合腔,水拹仔,tsuí-hia̍p-á
,抽水機,高雄混合腔,幫浦仔,phóng-phu-á
,抽水機,金門偏泉腔,水磅仔,tsuí-pōng--á
,抽水機,馬公偏泉腔,磅浦仔,phòng-phuh--á
,抽水機,新竹偏泉腔,磅浦仔,phóng-phu̍h-á
,抽水機,臺中偏漳腔,磅浦仔,phóng-phu-á
,撈具,鹿港偏泉腔,飯篱,pňg-luě
,撈具,三峽偏泉腔,摵仔,tshi̍k-á
,撈具,臺北偏泉腔,飯篱,pn̄g-luē
,撈具,宜蘭偏漳腔,飯篱,puīnn-lē
,撈具,宜蘭偏漳腔,摵仔,tshi̍k-á
,撈具,臺南混合腔,飯篱,pn̄g-lē
,撈具,臺南混合腔,撈仔,lāu-á
,撈具,高雄混合腔,飯篱,pn̄g-lē
,撈具,馬公偏泉腔,飯鑢,pn̄g-luē
,撈具,新竹偏泉腔,飯桸,pn̄g-hia
,撈具,新竹偏泉腔,飯篱,pn̄g-luē
,撈具,臺中偏漳腔,飯篱,pn̄g-lē
,撈具,金門偏泉腔,笊籬,tsuá-lî
,哪裡,鹿港偏泉腔,佗落,tó-lo̍h
,哪裡,三峽偏泉腔,佗位,tó-uī
,哪裡,臺北偏泉腔,佗位,tó-uī
,哪裡,宜蘭偏漳腔,佗位,tó-uī
,哪裡,宜蘭偏漳腔,佗位,tuē
,哪裡,宜蘭偏漳腔,佗位,tueh
,哪裡,宜蘭偏漳腔,佗位仔,tá-uī-á
,哪裡,臺南混合腔,佗位,tór-uī
,哪裡,臺南混合腔,佗位,tuē
,哪裡,臺南混合腔,佗位,tueh
,哪裡,高雄混合腔,佗位,tór-uī
,哪裡,高雄混合腔,佗位,tuē
,哪裡,高雄混合腔,佗位,tueh
,哪裡,金門偏泉腔,佗,tio̍h
,哪裡,馬公偏泉腔,佗位,toh-uī
,哪裡,新竹偏泉腔,佗位,tuē
,哪裡,新竹偏泉腔,佗位,tueh
,哪裡,臺中偏漳腔,佗位,toh-uī
,哪裡,臺中偏漳腔,佗位,tuē
,哪裡,臺中偏漳腔,佗位,tueh
,黃昏,鹿港偏泉腔,日欲暗,li̍t-berh-àm
,黃昏,鹿港偏泉腔,欲暗仔,berh-àm--á
,黃昏,三峽偏泉腔,尾暗仔,bér-àm-á
,黃昏,三峽偏泉腔,欲暗仔,berh-àm--á
,黃昏,臺北偏泉腔,欲暗仔,beh-àm--á
,黃昏,宜蘭偏漳腔,欲暗仔,bueh-àm-á
,黃昏,臺南混合腔,尾暗仔,bué-àm--á
,黃昏,臺南混合腔,欲暗仔,beh-àm-á
,黃昏,高雄混合腔,欲暗仔,beh-àm--á
,黃昏,金門偏泉腔,欲暗矣,berh-àm--ah
,黃昏,馬公偏泉腔,日欲暗,ji̍t-boh-àm
,黃昏,馬公偏泉腔,日較晚,ji̍t-khah-mńg
,黃昏,新竹偏泉腔,欲暗矣,beh àm--ah
,黃昏,新竹偏泉腔,黃昏,hông-hun
,黃昏,臺中偏漳腔,日頭欲落山,ji̍t-thâu beh lo̍h-suann
,黃昏,臺中偏漳腔,黃昏,hông-hun(書)
,小米,鹿港偏泉腔,秮仔米,tai-á-bí
,小米,三峽偏泉腔,秮仔,tai-á
,小米,臺北偏泉腔,秮仔,tai-á
,小米,宜蘭偏漳腔,秮仔,tai-á
,小米,臺南混合腔,秮仔,tai-á
,小米,高雄混合腔,秮仔,tai-á
,小米,高雄混合腔,黍仔,sé-á
,小米,金門偏泉腔,黍仔,sué--á
,小米,馬公偏泉腔,黍仔,sué--á
,小米,新竹偏泉腔,黍仔,sik-á
,小米,臺中偏漳腔,黍仔,sé-á
,豆粕,鹿港偏泉腔,豆箍,tāu-khoo
,豆粕,鹿港偏泉腔,豆餅,tāu-piánn
,豆粕,三峽偏泉腔,豆餅,tāu-piánn
,豆粕,臺北偏泉腔,豆餅,tāu-piánn
,豆粕,宜蘭偏漳腔,豆箍,tāu-khoo
,豆粕,宜蘭偏漳腔,豆餅,tāu-piánn
